STO DATABASE;BRANCH DATABASE;REGION SAP;AREA DATABASE;INCIDENT;TTR CUSTOMER;SUMMARY;REPORTED DATE;OWNER GROUP;OWNER;CUSTOMER SEGMENT;SERVICE TYPE;WITEL;WORKZONE;STATUS;STATUS DATE;TICKET ID GAMAS;REPORTED BY;CONTACT PHONE;CONTACT NAME;CONTACT EMAIL;BOOKING DATE;DESCRIPTION ASSIGMENT;REPORTED PRIORITY;SOURCE TICKET;SUBSIDIARY;EXTERNAL TICKET ID;CHANNEL;CUSTOMER TYPE;CLOSED BY;CLOSED / REOPEN by;CUSTOMER ID;CUSTOMER NAME;SERVICE ID;SERVICE NO;SLG;TECHNOLOGY;LAPUL;GAUL;ONU RX;PENDING REASON;DATEMODIFIED;INCIDENT DOMAIN;REGION;SYMPTOM;HIERARCHY PATH;SOLUTION;DESCRIPTION ACTUAL SOLUTION;KODE PRODUK;PERANGKAT;TECHNICIAN;DEVICE NAME;WORKLOG SUMMARY;LAST UPDATE WORKLOG;CLASSIFICATION FLAG;REALM;RELATED TO GAMAS;TSC RESULT;SCC RESULT;TTR AGENT;TTR MITRA;TTR NASIONAL;TTR PENDING;TTR REGION;TTR WITEL;TTR END TO END;NOTE;GUARANTE STATUS;RESOLVE DATE;SN ONT;TIPE ONT;MANUFACTURE ONT;IMPACTED SITE;CAUSE;RESOLUTION;NOTES ESKALASI;RK INFORMATION;EXTERNAL TICKET TIER 3;CUSTOMER CATEGORY;CLASSIFICATION PATH;TERITORY NEAR END;TERITORY FAR END;URGENCY;URGENCY DESCRIPTION
SUH;SEMARANG;JATENG-DIY;AREA 3;INC47691659;04.17.24;TSEL_CNQ_RADIOIP_SMA031_PANTAILUNCI_TO_SMA010_SUKAMARA_PACKETLOSS_QUALITY_NOIMPACT_SERVICE_NOGARANSI_REGTSEL8;31/03/26 15.15;TIF ASR NON FBB DISTRICT PANGKALANBUN;;DWS;SITE;KALTENG;SUA;BACKEND;31/03/26 16.00;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;EM-20260331-00005662;56;;;;C3700008;TELEKOMUNIKASI SELULAR;SMA031;SMA031;;;;0;;;31/03/26 19.33;;REG-6;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16013439;;Tech closed;2026-03-31 19:21:08.659;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.04.52;00.00.00;00.00.00;00.00.00;04.17.24;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
TAY;SEMARANG;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
TGN;SEMARANG;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
UNR;SEMARANG;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
WLR;SEMARANG;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
WNJ;SEMARANG;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[SMA031];;;;;;;;;;;
BKG;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BLO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
BRN;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
BYL;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SMA031 BILLING Radio IP;;;;;;;;;;;
CEP;SURAKARTA;JATENG-DIY;AREA 3;INC47691452;04.20.51;TSEL_METRO_CJR378_CIHERANGCJR_ME-D3-SGA_LOW_DOWN_REGTSEL4;31/03/26 15.12;TIF ASR NON FBB DISTRICT BANDUNG;216251;DWS;SITE;SUKABUMI;CJR;BACKEND;31/03/26 15.21;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00001742;56;;;;C3700008;TELEKOMUNIKASI SELULAR;CJR378;CJR378;;;;4;;;31/03/26 19.33;;REG-3;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;19960090;;Koordinasi dengan team SA untuk dilakukan pengecekan;2026-03-31 15:37:53.029;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.06.43;00.00.00;00.00.00;00.00.00;04.20.51;;;;;;;Jumlah Site:2;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
DLG;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:2NE;;;;;;;;;;;
GBU;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:2NE;;;;;;;;;;;
GDO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:2NE;;;;;;;;;;;
GLD;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
JSO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[CJR378,CJR086];;;;;;;;;;;
KAR;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KLX;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
KRT;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 2;;;;;;;;;;;
KTO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CJR378 BILLING Metro-E;;;;;;;;;;;
MSO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CJR086 BILLING Radio IP;;;;;;;;;;;
NGA;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEN;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
PWB;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PWO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
RDB;SURAKARTA;JATENG-DIY;AREA 3;INC47691379;04.21.11;TSEL_METRO_TRG439_ROUTE_KM_38_TO_IKN_GPON01-D6-KJN-2KM38_LOW_DOWN_REGTSEL8;31/03/26 15.12;TIF ASR NON FBB DISTRICT BALIKPAPAN;;DWS;SITE;BALIKPAPAN;KJN;BACKEND;31/03/26 16.26;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002323;56;;;;C3700008;TELEKOMUNIKASI SELULAR;TRG439;TRG439;;;;3;;;31/03/26 19.33;;REG-6;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;20900489;;19:21 WITA > tim kendala akses site;2026-03-31 18:32:30.157;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.04.39;00.00.00;00.00.00;00.00.00;04.21.11;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
SDH;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
SKH;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
SLO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
SOP;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
SRG;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[TRG439];;;;;;;;;;;
TRO;SURAKARTA;JATENG-DIY;AREA 3;INC47691092;04.30.57;TSEL_METRO_4NODEB_UNDER_GPON02-D7-SML-3_4G_ONLY_MINOR_PARTIAL_REGTSEL11;31/03/26 15.02;TIF ASR NON FBB DISTRICT AMBON;;DWS;SITE;MALUKU;SML;BACKEND;31/03/26 15.58;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002172;56;;;;C3700008;TELEKOMUNIKASI SELULAR;NTK001;NTK001;;;;0;;;31/03/26 19.33;;REG-7;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;20940660;;;;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.04.24;00.00.00;00.00.00;00.00.00;04.30.57;;;;;;;Jumlah Site:5;;;;;;;C_CONN_TSEL_001_001_001;;;3;Medium
TWM;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:5NE;;;;;;;;;;;
TWS;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:5NE;;;;;;;;;;;
WNG;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:5NE;;;;;;;;;;;
WRO;SURAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
BBS;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[SML258,SML017,SML154,MXW019,SML255];;;;;;;;;;;
BTL;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOD;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
KBU;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SML258 BILLING Metro-E;;;;;;;;;;;
KEN;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SML154 BILLING Metro-E;;;;;;;;;;;
KGD;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SML255 BILLING Metro-E;;;;;;;;;;;
KLS;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MXW019 BILLING Metro-E;;;;;;;;;;;
PGR;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SML017 BILLING Radio IP;;;;;;;;;;;
PKM;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMN;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 7;;;;;;;;;;;
WNS;YOGYAKARTA;JATENG-DIY;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SML257,SML112,SML016,SML108,SML004,COK059,NTK001;;;;;;;;;;;
WTS;YOGYAKARTA;JATENG-DIY;AREA 3;INC47690936;04.32.09;TSEL_METRO_CRB573_DUKUTENANG_GPON01-D3-AWN-2_LOW_DOWN_REGTSEL4;31/03/26 15.01;TIF ASR NON FBB DISTRICT CIREBON;20941118;DWS;SITE;CIREBON;AWN;BACKEND;31/03/26 15.09;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00002275;56;;;;C3700008;TELEKOMUNIKASI SELULAR;CRB672;CRB672;;;;0;;;31/03/26 19.33;;REG-3;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;19880068;;Retagging;2026-03-31 17:42:26.605;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.03.00;00.00.00;00.00.00;00.00.00;04.32.09;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;4;Hard
ABL;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
AJS;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
ASB;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
BCK;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
BKI;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[CRB573];;;;;;;;;;;
BOW;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BUG;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
BWG;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
GEN;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CRB573;;;;;;;;;;;
GLM;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
GND;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JER;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
JGW;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JTO;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Take Out: 1;;;;;;;;;;;
KBR;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CRB672;;;;;;;;;;;
KBS;JEMBER;JATIM;AREA 3;INC47690401;04.44.19;TSEL_METRO_SAK007_REPEATER_TAZAN_SW-D7-TSEL-SAK027_MINOR_DOWN_REGTSEL9;31/03/26 14.48;TIF ASR NON FBB DISTRICT PALU;;DWS;SITE;SULTENG;PLB;BACKEND;31/03/26 15.44;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00002228;56;;;;C3700008;TELEKOMUNIKASI SELULAR;NTI031;NTI031;;;;3;;;31/03/26 19.33;;REG-7;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;;;;;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.09.51;00.00.00;00.00.00;00.00.00;04.44.19;;;;;;;Jumlah Site:5;;;;;;;C_CONN_TSEL_001_001_001;;;5;Emergency
KET;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:5NE;;;;;;;;;;;
KKH;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:5NE;;;;;;;;;;;
KLT;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:5NE;;;;;;;;;;;
KNO;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
KRZ;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[SAK007,SAK016,SAK010,LWK064,SAK026];;;;;;;;;;;
LCE;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMJ;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
MCR;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAK007 BILLING Metro-E;;;;;;;;;;;
MLD;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAK016 BILLING Radio IP;;;;;;;;;;;
PBL;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAK010 BILLING Radio IP;;;;;;;;;;;
PII;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LWK064 BILLING Radio IP;;;;;;;;;;;
PRJ;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAK026 BILLING Radio IP;;;;;;;;;;;
PSG;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTN;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUG;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 5;;;;;;;;;;;
RBP;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LWK043,SAK031,SAK032,NTI031,NTI069;;;;;;;;;;;
RGJ;JEMBER;JATIM;AREA 3;INC47688798;05.21.27;TSEL_METRO_2NODEB_UNDER_ME-D6-KDW-3_REFER_TO_INC47687220_MAJOR_DOWN_REGTSEL8;31/03/26 14.11;TIF ASR NON FBB DISTRICT PANGKALANBUN;;DWS;SITE;KALBAR;KTP;BACKEND;31/03/26 15.51;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002071;56;;;;C3700008;TELEKOMUNIKASI SELULAR;KTP436;KTP436;;;;0;;;31/03/26 19.33;;REG-6;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16952412;;INC47688798 | [Hard] Multiple Site Down@TO KETAPANGImpact: 2 Site(s) / 12 NE-BAND(s) (12);2026-03-31 14:26:07.235;TECHNICAL;;NO;N/A | N/A;;00.03.35;00.00.00;00.15.28;00.00.00;00.00.00;00.00.00;05.21.27;;;;;;;Jumlah Site:2;;;;;;;C_CONN_TSEL_001_001_001;;;4;Hard
SDO;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:2NE;;;;;;;;;;;
SIT;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:2NE;;;;;;;;;;;
SKP;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:2NE;;;;;;;;;;;
SKS;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
SKW;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[KTP436,KTP431];;;;;;;;;;;
SPO;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGS;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KTP436 DMT_CARGILL_GMO Metro-E;;;;;;;;;;;
TGU;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KTP431 TBG_CARGILL_SEIKERANDI Metro-E;;;;;;;;;;;
TPH;JEMBER;JATIM;AREA 3;INC47688706;05.25.31;TSEL_METRO_TSK056_SEPATNUNGGALSODONGHILIR_GPON01-D3-CBL-2_LOW_DOWN_REGTSEL4;31/03/26 14.07;TIF ASR NON FBB DISTRICT TASIKMALAYA;;DWS;SITE;TASIKMALAYA;CBL;BACKEND;31/03/26 14.18;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002062;56;;;;C3700008;TELEKOMUNIKASI SELULAR;TSK056;TSK056;;;;1;;;31/03/26 19.33;;REG-3;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16050717;;Pengecekan ODP;2026-03-31 17:00:59.612;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.05.07;00.00.00;00.00.00;00.00.00;05.25.31;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
WSO;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
YSN;JEMBER;JATIM;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
